Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
4735-1,Harry Potter,Chamber of Secrets,2002,Slytherin,3,90,8.99,10,,,5.70201E+12,6.73419E+11,19.2,14.4,4.8,,,0,0,0,,0,0,,,,,,,,,64.72,20.88,20/09/2002,31/12/2003
7142-1,Star Wars,Episode IV,2002,X-wing Fighter,4,267,,30,,,5.70201E+12,,33.6,24,6,,,0,0,0,,0,0,,,,,,,,,249.99,106.2,1/10/2002,31/12/2002
7152-1,Star Wars,Episode IV,2002,TIE Fighter & Y-wing,3,410,,50,,,,42884071516,43.2,28.8,6,,,0,0,0,,0,0,,,,,,,,,196.39,136.2,1/10/2002,31/12/2002
9785-1,Education,,2002,Robo Technology Set with Serial Transmitter,,219,127.87,150,,,,,38.4,30.8,12,,,0,0,0,,0,0,,,,,,,,,282.45,113.57,1/10/2002,31/12/2007
9786-1,Education,,2002,Robo Technology Set with USB Transmitter,,217,127.87,150,,,,,38.4,30.8,12,,,0,0,0,,0,0,,,,,,,,,100.3,134.68,1/10/2002,31/12/2009
10026-1,Star Wars,Ultimate Collector Series,2002,Special Edition Naboo Starfighter,,187,,39.99,,,,6.73419E+11,28.8,28.8,6,,,0,0,0,,0,0,,,,,,,,,876.64,375.43,1/10/2002,31/12/2002
10068-1,Seasonal,Christmas,2002,Santa,,39,,2.5,,,,6.73419E+11,14,14,1,,,0,0,0,,0,0,,,,,,,,,8.48,5.76,1/10/2002,31/12/2005
10039-1,Castle,Black Falcons,2002,Black Falcon's Fortress,6,426,,40,,,,6.73419E+11,28.8,28.8,7.2,,,0,0,0,,0,0,,,,,,,,,462.5,289.57,21/10/2002,31/12/2003
10040-1,Pirates,,2002,Black Seas Barracuda,8,906,,90,,,,6.73419E+11,57.6,38.4,7.2,,,0,0,0,,0,0,,,,,,,,,1361.31,344.95,21/10/2002,31/12/2003
10030-1,Star Wars,Ultimate Collector Series,2002,Imperial Star Destroyer,,3096,249.99,269.99,,,,6.73419E+11,59.3,51,21.2,,,0,0,0,,0,0,,,,,,,,,2467.66,1056.19,6/12/2002,31/12/2007
1149-1,Town,Special,2002,Air Police,,24,,3,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7.5,7.12,,
1359-1,Promotional,LEGOLAND,2002,Audi TT Roadster ,,57,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
1384-1,Explore,Imagination,2002,Bird,,6,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,3.49,,,
1425-1,Alpha Team,Mission Deep Sea,2002,Alpha Team Jet Sub,1,22,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,12.57,,,
1426-1,Alpha Team,Mission Deep Sea,2002,Alpha Team Wing Diver,1,21,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,25,,,
1427-1,Alpha Team,Mission Deep Sea,2002,Ogel Underwater Slizer,1,21,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,16.26,,,
1428-1,Sports,Football,2002,Kick 'n' Score,1,23,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,16,3.22,,
1429-1,Sports,Football,2002,Goalkeeper Training,1,23,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,16,1.83,,
1430-1,Sports,Football,2002,Precision Training,1,16,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,16,1.31,,
1435-1,Jack Stone,,2002,Super Glider,1,7,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,23.41,,,
1436-1,Jack Stone,,2002,Ultralight Flyer,1,15,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,5.97,,,
1437-1,Jack Stone,,2002,Turbo Chopper,1,13,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8.26,,,
3278-1,Duplo,Bob the Builder,2002,Wallpaper Wendy,1,9,4.99,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.92,2.51,,
3279-1,Duplo,Bob the Builder,2002,Bob at Work,1,11,4.99,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,19.68,6.43,,
3281-1,Duplo,Bob the Builder,2002,Naughty Spud,1,9,4.99,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,11.02,4.51,,
3282-1,Duplo,Bob the Builder,2002,Clock Tower Bob,1,49,22.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,31.8,9.51,,
3283-1,Duplo,Bob the Builder,2002,Dizzy's Birdwatch,3,44,24.99,30,,,,,,,,,,0,0,0,,0,0,,,,,,,,,65.52,32,,
3325-1,Explore,Logic,2002,Intelligent Train Deluxe Set,4,90,89.99,100,,,,,,,,,,0,0,0,,0,0,,,,,,,,,190.79,107.33,,
3326-1,Explore,Logic,2002,Intelligent Train Cargo,1,14,24.99,25,,,,,,,,,,0,0,0,,0,0,,,,,,,,,62.95,36.05,,
3327-1,Explore,Logic,2002,Intelligent Train Station,2,26,24.99,25,,,,,,,,,,0,0,0,,0,0,,,,,,,,,85.88,116.72,,
3334-1,Explore,Logic,2002,Intelligent Train Tunnel,,10,12.99,13,,,,,,,,,,0,0,0,,0,0,,,,,,,,,22.52,37.56,,
3335-1,Explore,Logic,2002,Intelligent Train Starter Set,3,25,49.99,50,,,,,,,,,,0,0,0,,0,0,,,,,,,,,136.8,57.84,,
3361-1,Explore,Imagination,2002,Music Twister,,4,22.99,30,,,,,,,,,,0,0,0,,0,0,,,,,,,,,15,24.55,,
3362-1,Explore,Imagination,2002,Music Tapper,,4,24.99,30,,,,,,,,,,0,0,0,,0,0,,,,,,,,,19.4,17.58,,
3363-1,Explore,Imagination,2002,Music Roller,,4,24.99,35,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,27.22,,
3364-1,Explore,Imagination,2002,Music Composer,,7,29.99,50,,,,,,,,,,0,0,0,,0,0,,,,,,,,,87.03,16.32,,
3370-1,Explore,Imagination,2002,Music Extras,,6,9.99,8,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7,9.34,,
3371-1,Explore,Imagination,2002,Music Extras,,4,9.99,8,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
3404-2,Sports,Football,2002,Black Team Transport (With LEGO Football),,127,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
3509-1,Explore,Imagination,2002,Brickbuster Super Truck,,41,19.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
3605-2,Explore,Together,2002,Birthday Party,2,8,4.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,22,,,
3606-1,Explore,Together,2002,Go-Kart Transport,1,4,4.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
3607-1,Explore,Together,2002,Police Action,1,7,4.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,13.63,,,
3608-1,Explore,Together,2002,Playground,4,19,17.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,45.69,35,,
3609-1,Explore,Together,2002,Beach House,1,8,4.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,50.08,21.09,,
3610-1,Explore,Together,2002,Campsite,1,8,4.99,6,,,,,,,,,,0,0,0,,0,0,,,,,,,,,18.48,11.78,,
3611-1,Explore,Together,2002,Road Worker Truck,1,13,9.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,24.53,13.21,,
3612-1,Explore,Logic,2002,Wild Animals,2,33,29.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,59.38,17,,
3613-1,Explore,Logic,2002,Fire Rescue,2,20,17.99,18,,,,,,,,,,0,0,0,,0,0,,,,,,,,,30.19,24.75,,
3614-1,Explore,Logic,2002,Racing,3,33,29.99,25,,,,,,,,,,0,0,0,,0,0,,,,,,,,,30.65,,,
3615-2,Explore,Imagination,2002,Theatre Stories,5,45,34.99,30,,,,,,,,,,0,0,0,,0,0,,,,,,,,,58.23,85.69,,
3616-1,Explore,Being Me,2002,On the Move Police Station,3,14,24.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,47.14,25,,
3617-1,Explore,Being Me,2002,On the Move Hospital,3,16,24.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,59.2,,,
3618-1,Explore,Logic,2002,Family Farm,3,53,59.99,50,,,,,,,,,,0,0,0,,0,0,,,,,,,,,78.66,48.3,,
3619-1,Explore,Together,2002,Traffic Town,7,75,59.99,50,,,,,,,,,,0,0,0,,0,0,,,,,,,,,84.37,59.73,,
3620-1,Explore,Together,2002,Playhouse,4,82,49.99,50,,,,,,,,,,0,0,0,,0,0,,,,,,,,,94.93,86.14,,
3621-1,Explore,Logic,2002,Polar Animals,2,29,29.99,25,,,,,,,,,,0,0,0,,0,0,,,,,,,,,75,70.06,,
3650-1,Explore,Being Me,2002,Stack 'n' Learn First Rollabout,1,6,4.99,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
3651-1,Explore,Being Me,2002,Stack 'n' Learn Friends,2,10,9.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
3652-1,Explore,Being Me,2002,Lady Bird Collection,,17,14.99,15,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
3806-1,Spybotics,,2002,Gigamesh G60,,244,59.99,60,,,,,,,,,,0,0,0,,0,0,,,,,,,,,85,70,,
3807-1,Spybotics,,2002,Snaptrax S45,,202,59.99,60,,,,,,,,,,0,0,0,,0,0,,,,,,,,,127.5,78.17,,
3808-1,Spybotics,,2002,Shadowstrike S70,,235,59.99,60,,,,,,,,,,0,0,0,,0,0,,,,,,,,,119,47.59,,
3809-1,Spybotics,,2002,Technojaw T55,,260,59.99,60,,,,,,,,,,0,0,0,,0,0,,,,,,,,,127.5,74.43,,
3928-1,Promotional,Minifigure,2002,Sandy Moondust Astrobot Minifigure,1,5,5,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,50.39,,,
3929-1,Promotional,Minifigure,2002,Biff Starling Astrobot Minifigure,1,5,5,0,,,,,,,,,,0,0,0,,0,0,,,,,,,,,54.41,,,
4040-1,Galidor,,2002,Nick,,3,3,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,4,2.38,,
4042-1,Galidor,,2002,Jens,,4,4,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,3.98,2.49,,
4043-1,Galidor,,2002,Gorm,,4,5,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,4,2.14,,
4044-1,Galidor,,2002,Euripides,,3,3,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,3.5,4,,
4045-1,Galidor,,2002,Nepol,,3,3,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,3,2.24,,
4080-1,Explore,Imagination,2002,Brick Bucket Small,,45,9.99,,,,5.70201E+12,6.73419E+11,22.7,21.3,22.7,0.62,,0,0,0,,0,0,,,,,,,,,,,,
4081-1,Explore,Imagination,2002,Brick Bucket Small,,45,9.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4082-1,Explore,Imagination,2002,Brick Bucket Small,,45,9.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4083-1,Explore,Imagination,2002,Brick Bucket Small,,45,5.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4084-1,Explore,Imagination,2002,Brick Bucket Small,,45,5.99,5,,,,6.73419E+11,,,,,,0,0,0,,0,0,,,,,,,,,11.05,,,
4085-1,Explore,Imagination,2002,Brick Bucket Large,,90,14.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4087-1,Explore,Imagination,2002,"Basic Flexible Bucket, Large",,90,9.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4088-1,Explore,Imagination,2002,Clown Bucket,,90,9.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4089-1,Explore,Imagination,2002,Orange Bucket XL,,90,9.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,31.55,,
4104-1,Creator,Bucket,2002,Creator Bucket,,200,5.99,,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,,7,,
4105-1,Creator,Bucket,2002,Creator Bucket,,500,9.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,15,,
4106-1,Creator,Bucket,2002,Creator Bucket,,500,9.99,10,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,,16.14,,
4107-1,Creator,Bucket,2002,Build Your Dreams,,1000,29.99,20,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,,33.99,,
4108-1,Town,Accessories,2002,"Road Plates, Junction",,2,4.99,7,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,30,,,
4109-1,Town,Accessories,2002,"Road Plates, Curved",,2,4.99,6.99,,,5.70201E+12,6.73419E+11,25.5,25.5,0.7,0.21,,0,0,0,,0,0,,,,,,,,,25,14,,
4110-1,Town,Accessories,2002,"Road Plates, Straight",,2,4.99,7,,,5.70201E+12,6.73419E+11,25.5,25.5,0.7,0.21,,0,0,0,,0,0,,,,,,,,,25,20.61,,
4111-1,Town,Accessories,2002,"Road Plates, Cross",,2,4.99,7,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,25.07,32.64,,
4179-1,Creator,,2002,Creator Box Set,,500,,,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,44.22,26.7,,
4180-1,Explore,Imagination,2002,Animals,,90,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4294-1,Basic,,2002,Helicopter,,16,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,9.32,,,
4297-1,Racers,Drome Racers,2002,Lightning Streak ,1,20,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,5.72,3.55,,
4298-1,Racers,Drome Racers,2002,Blue Power ,1,24,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8,4,,
4299-1,Racers,Drome Racers,2002,Nesquik Bunny Racer,1,18,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,39.89,27.87,,
4340-1,Explore,Imagination,2002,Story Builder Starter Set - Jungle Jam,,10,39.99,50,,,,,,,,,,0,0,0,,0,0,,,,,,,,,37.82,,,
4341-1,Explore,Imagination,2002,Story Builder - Farmyard Fun,,9,12.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,4.99,3.75,,
4342-1,Explore,Imagination,2002,Storybuilder - Crazy Castle,,9,12.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.99,3.97,,
4343-1,Explore,Imagination,2002,Storybuilder - Pink Palace Magic,,9,9.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4344-1,Explore,Imagination,2002,Storybuilder - Meet the Dinosaurs,,9,12.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,4.99,5.08,,
4345-1,Explore,Imagination,2002,Storybuilder - Happy Home,,9,9.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,11.82,,,
4443-1,Sports,Football,2002,Defender 1,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,10.27,5.99,,
4444-1,Sports,Football,2002,Defender 2,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,11.69,,,
4445-1,Sports,Football,2002,Mid Fielder 1,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7,,,
4446-1,Sports,Football,2002,Forward 1,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7,5,,
4447-1,Sports,Football,2002,Forward 2,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8.84,6.99,,
4448-1,Sports,Football,2002,Defender 3,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6,,,
4449-1,Sports,Football,2002,Defender 4,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7.84,,,
4450-1,Sports,Football,2002,Mid Fielder 2,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6,,,
4451-1,Sports,Football,2002,Forward 3,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,5.75,,,
4452-1,Sports,Football,2002,Forward 4,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6,5,,
4453-1,Sports,Football,2002,Goal Keeper,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8,8.99,,
4454-1,Sports,Football,2002,Referee,1,6,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,20.91,18.72,,
4455-1,Sports,Football,2002,Hotdog Girl,1,6,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,4.8,4.68,,
4456-1,Sports,Football,2002,Doctor,1,5,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.7,6.99,,
4457-1,Sports,Football,2002,TV Cameraman,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,4.92,5.25,,
4458-1,Sports,Football,2002,TV Camera,,11,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,2.81,,,
4459-1,Sports,Football,2002,PK Kicker,,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,2.33,,,
4460-1,Sports,Football,2002,Goal,,7,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,1.62,1,,
4461-1,Sports,Football,2002,Bench,,7,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,1.48,2,,
4462-1,Sports,Football,2002,Hotdog Trolley,,19,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,5.58,,,
4463-1,Sports,Football,2002,Light,,16,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,2.75,,,
4464-1,Sports,Football,2002,Bottle Case,,8,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,13.36,,,
4465-1,Sports,Football,2002,Vending Machine,,7,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,12.17,9.41,,
4466-1,Sports,Football,2002,Sign Board,,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.18,3.23,,
4467-1,Sports,Football,2002,Stretcher,,3,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,1.27,,,
4468-1,Sports,Football,2002,Stand,,9,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.18,,,
4469-1,Sports,Football,2002,Drinks' Stand,,9,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.18,8.5,,
4470-1,Sports,Football,2002,Ball,,2,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,3.64,,,
4471-1,Sports,Football,2002,Secret Set A,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,81.93,,,
4472-1,Sports,Football,2002,Secret Set B,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,55,,,
4524-1,Creator,Seasonal,2002,Holiday Calendar,,231,,15,,,,,,,,,,0,0,0,,0,0,,,,,,,,,50,22.55,,
4612-1,Jack Stone,,2002,Super Glider,1,7,1.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,4.46,5.4,,
4613-1,Jack Stone,,2002,Turbo Chopper,1,13,1.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,3.17,1.56,,
4614-1,Jack Stone,,2002,Ultralight Flyer,1,12,1.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,11.87,3.17,,
4615-1,Jack Stone,,2002,Red Recon Flyer,1,20,2.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.94,2.71,,
4616-1,Jack Stone,,2002,Rapid Response Tanker,1,34,5.99,7,,,,,,,,,,0,0,0,,0,0,,,,,,,,,11.26,4.24,,
4617-1,Jack Stone,,2002,Dual Turbo Prop,2,28,9.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7,10,,
4618-1,Jack Stone,,2002,Twin Rotor Cargo,2,41,14.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,67.48,7.76,,
4619-1,Jack Stone,,2002,AIR Patrol Jet,2,63,24.99,30,,,,,,,,,,0,0,0,,0,0,,,,,,,,,42.11,14.99,,
4620-1,Jack Stone,,2002,AIR Operations HQ,5,165,54.99,70,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,65,24,,
4621-1,Jack Stone,,2002,Red Flash Station,2,32,9.99,10,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,16.61,9.99,,
4622-1,Jack Stone,,2002,ResQ Digger,2,65,14.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,20,,
4789-1,Alpha Team,Mission Deep Sea,2002,Alpha Team Aquatic Mech,1,162,14.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,64.27,39.28,,
4797-1,Alpha Team,Mission Deep Sea,2002,Ogel Mutant Killer Whale,1,57,7.99,10,,,,6.73419E+11,,,,,,0,0,0,,0,0,,,,,,,,,42.09,13.9,,
4799-1,Alpha Team,Mission Deep Sea,2002,Ogel Drone Octopus,1,17,1.99,3,,,,,,,,,,0,0,0,,0,0,,,,,,,,,16.53,9.31,,
5434-1,Explore,Being Me,2002,LEGO Baby Stack 'n' Learn,2,36,17.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
5836-1,Belville,,2002,Beautiful Baby Princess,1,23,3.99,4,,,,,,,,,,0,0,0,,0,0,,,,,,,,,50,13.86,,
5837-1,Belville,,2002,Flora's Bubbling Bath,1,31,6.99,7,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,33.49,,
5838-1,Belville,,2002,The Wicked Madam Frost,1,38,9.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,75,32.76,,
5842-1,Belville,,2002,Vanilla's Frosty Sleighride,1,36,14.99,17,,,,,,,,,,0,0,0,,0,0,,,,,,,,,35.63,25.36,,
5843-1,Belville,,2002,Queen Rose and the Little Prince Charming,2,71,24.99,27,,,,,,,,,,0,0,0,,0,0,,,,,,,,,120,35.4,,
5923-1,Miscellaneous,Photo frames,2002,Western Picture Frame,2,138,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
5924-1,Miscellaneous,Photo frames,2002,Castle Picture Frame,1,105,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
5927-1,Miscellaneous,Photo frames,2002,Racers Picture Frame,,136,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
5991-1,Explore,,2002,Boy on Snowscooter,,2,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
5993-1,Explore,,2002,Truck,,3,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,0.92,,,
7825-1,Creator,Bucket,2002,Creator Bucket,,500,9.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,27.4,,
7830-1,Creator,Bucket,2002,Creator Bucket,,200,7.99,,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,19.88,,,
7831-1,Creator,Bucket,2002,Make-Believe Bucket,,200,9.99,5,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,,9.71,,
7832-1,Creator,Bucket,2002,Small Blue Creator Bucket,,200,7.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
7837-1,Creator,Bucket,2002,Build and Create Bucket,,600,,15,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
8310-1,Galidor,,2002,Nick Bluetooth,,12,7.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,32.92,20,,
8311-1,Galidor,,2002,Gorm,,12,7.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,16.65,15,,
8312-1,Galidor,,2002,Jens,,13,7.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,28.58,16.67,,
8313-1,Galidor,,2002,Nick Bluetooth Deluxe,,15,9.99,15,,,,,,,,,,0,0,0,,0,0,,,,,,,,,35.53,9,,
8314-1,Galidor,,2002,Gorm Deluxe,,14,9.99,15,,,,,,,,,,0,0,0,,0,0,,,,,,,,,22.57,13,,
8315-1,Galidor,,2002,TDN Module,,9,24.99,40,,,,,,,,,,0,0,0,,0,0,,,,,,,,,30,35,,
8316-1,Galidor,,2002,Kek Powerizer,,9,39.99,60,,,,,,,,,,0,0,0,,0,0,,,,,,,,,46.5,55,,
8317-1,Galidor,,2002,Allegra,,10,7.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,43.78,21.33,,
8318-1,Galidor,,2002,Ooni,,29,14.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,35.37,27.28,,
8319-1,Galidor,,2002,Aquart,,11,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,73.72,173.74,,
8320-1,Galidor,,2002,Nepol Basic Figure,,10,7.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,15,11,,
8321-1,Galidor,,2002,Nepol and Shimmel,,27,14.99,20,,,,,,,,,,0,0,0,,0,0,,,,,,,,,44.84,30,,
8324-1,Galidor,,2002,Euripides,,10,7.99,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,29.47,12.61,,
8325-1,Galidor,,2002,Tager,,18,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,425.84,177.16,,
8559-1,Bionicle,Accessories,2002,Krana,,5,1.49,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,55.6,23.52,,
8569-1,Bionicle,Accessories,2002,Krana,,5,,2,,,,6.73419E+11,,,,,,0,0,0,,0,0,,,,,,,,,20,,,
8597-1,Bionicle,Accessories,2002,Krana Nuva,,2,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,32.67,,,
8598-1,Bionicle,Accessories,2002,Kanohi Nuva and Krana Pack,,5,,2,,,,6.73419E+11,,,,,,0,0,0,,0,0,,,,,,,,,92.52,,,
9130-1,Education,Duplo,2002,Around-the-House Set,7,125,95.87,91,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
9131-1,Education,Duplo,2002,LEGO Theatre,11,98,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,149.99,,,
9134-1,Education,Duplo,2002,Life-on-the-Farm Set,4,105,95.87,97,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
9210-1,Education,Explore,2002,Wild Animals Set,,57,74.37,72,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
9649-1,Education,,2002,Technology Resource Set,,1110,56.51,55,,,,,,,,,,0,0,0,,0,0,,,,,,,,,224.45,,,
9650-1,Education,,2002,Scenery Resource Set,16,679,56.51,55,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
9684-1,Education,,2002,Renewable Energy Set,4,729,170.65,170,,,,,,,,,,0,0,0,,0,0,,,,,,,,,79.92,185,,
9789-2,Education,FIRST LEGO League Challenge,2002,City Sights Challenge Kit,,1020,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
10044-1,Bulk Bricks,,2002,Windows and Doors,,44,,7.99,,,,,,,,,,0,0,0,,0,0,,,,,,,,,12.29,,,
10045-1,Bulk Bricks,,2002,Bridge Elements,,13,,13,,,,,,,,,,0,0,0,,0,0,,,,,,,,,37.79,14,,
10046-1,Bulk Bricks,,2002,Brown Tiles,,100,,7,,,,,,,,,,0,0,0,,0,0,,,,,,,,,22,19.22,,
10047-1,Bulk Bricks,,2002,Arch,,36,,5.99,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7.95,4.95,,
10048-1,Bulk Bricks,,2002,Small Wheels and Axles,,61,,8,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8,,,
10049-1,Bulk Bricks,,2002,Large Wheels and Axles,,31,,6,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8.25,,,
